"time","F_left","F_right","grip","egg"
"0.14605426788330078","-999","-999","-999","-999"
"0.1511976718902588","-999","-999","-999","-999"
"0.15619993209838867","-999","-999","-999","-999"
"0.16123414039611816","-999","-999","-999","-999"
"0.1661992073059082","-999","-999","-999","-999"
"0.17118477821350098","-999","-999","-999","-999"
"0.17619061470031738","-999","-999","-999","-999"
"0.18118023872375488","-999","-999","-999","-999"
"0.1862046718597412","-999","-999","-999","-999"
"0.19114327430725098","-999","-999","-999","-999"
"0.1961362361907959","-999","-999","-999","-999"
"0.20114731788635254","-999","-999","-999","-999"
"0.2061774730682373","-999","-999","-999","-999"
"0.21117281913757324","-999","-999","-999","-999"
"0.2166142463684082","-999","-999","-999","-999"
"0.22119498252868652","-999","-999","-999","-999"
"0.22616028785705566","-999","-999","-999","-999"
"0.23114943504333496","-999","-999","-999","-999"
"0.23618626594543457","-999","-999","-999","-999"
"0.2411484718322754","-999","-999","-999","-999"
"0.24616026878356934","-999","-999","-999","-999"
"0.2511417865753174","-999","-999","-999","-999"
"0.25617241859436035","-999","-999","-999","-999"
"0.2611567974090576","-999","-999","-999","-999"
"0.26621222496032715","-999","-999","-999","-999"
"0.2711827754974365","-999","-999","-999","-999"
"0.2761812210083008","-999","-999","-999","-999"
"0.2811753749847412","-999","-999","-999","-999"
"0.28623223304748535","-999","-999","-999","-999"
"0.2911520004272461","-999","-999","-999","-999"
"0.2961595058441162","-999","-999","-999","-999"
"0.3011784553527832","-999","-999","-999","-999"
"0.30616235733032227","-999","-999","-999","-999"
"0.3111691474914551","-999","-999","-999","-999"
"0.316373348236084","-999","-999","-999","-999"
"0.3239123821258545","-999","-999","-999","-999"
"0.32616734504699707","-999","-999","-999","-999"
"0.3311948776245117","-999","-999","-999","-999"
"0.33620500564575195","-999","-999","-999","-999"
"0.341198205947876","-999","-999","-999","-999"
"0.3466050624847412","-999","-999","-999","-999"
"0.35254883766174316","-999","-999","-999","-999"
"0.3561427593231201","-999","-999","-999","-999"
"0.3611457347869873","-999","-999","-999","-999"
"0.36613893508911133","-999","-999","-999","-999"
"0.37138867378234863","-999","-999","-999","-999"
"0.37622809410095215","-999","-999","-999","-999"
"0.38128185272216797","-999","-999","-999","-999"
"0.3861973285675049","-999","-999","-999","-999"
"0.3911888599395752","-999","-999","-999","-999"
"0.3961942195892334","-999","-999","-999","-999"
"0.4011697769165039","-999","-999","-999","-999"
"0.4062023162841797","-999","-999","-999","-999"
"0.41118502616882324","-999","-999","-999","-999"
"0.41614413261413574","-999","-999","-999","-999"
"0.4211702346801758","-999","-999","-999","-999"
"0.42619824409484863","-999","-999","-999","-999"
"0.43114233016967773","-999","-999","-999","-999"
"0.4361436367034912","-999","-999","-999","-999"
"0.44127511978149414","-999","-999","-999","-999"
"0.4461956024169922","-999","-999","-999","-999"
"0.4511692523956299","-999","-999","-999","-999"
"0.4561655521392822","-999","-999","-999","-999"
"0.46119022369384766","-999","-999","-999","-999"
"0.4661445617675781","-999","-999","-999","-999"
"0.47117018699645996","-999","-999","-999","-999"
"0.47628068923950195","-999","-999","-999","-999"
"0.4811363220214844","-999","-999","-999","-999"
"0.4861483573913574","-999","-999","-999","-999"
"0.4911353588104248","-999","-999","-999","-999"
"0.49613118171691895","-999","-999","-999","-999"
"0.5011377334594727","-999","-999","-999","-999"
"0.5062549114227295","-999","-999","-999","-999"
"0.5112121105194092","-999","-999","-999","-999"
"0.5161435604095459","-999","-999","-999","-999"
"0.5211584568023682","-999","-999","-999","-999"
"0.5261332988739014","-999","-999","-999","-999"
"0.5311622619628906","-999","-999","-999","-999"
"0.5361580848693848","-999","-999","-999","-999"
"0.5412969589233398","-999","-999","-999","-999"
"0.54618239402771","-999","-999","-999","-999"
"0.5511505603790283","-999","-999","-999","-999"
"0.5561652183532715","-999","-999","-999","-999"
"0.5611460208892822","-999","-999","-999","-999"
"0.5661430358886719","-999","-999","-999","-999"
"0.5711753368377686","-999","-999","-999","-999"
"0.5762758255004883","-999","-999","-999","-999"
"0.5811524391174316","-999","-999","-999","-999"
"0.5861551761627197","-999","-999","-999","-999"
"0.5911726951599121","-999","-999","-999","-999"
"0.5961475372314453","-999","-999","-999","-999"
"0.6017601490020752","-999","-999","-999","-999"
"0.6062119007110596","-999","-999","-999","-999"
"0.611189603805542","-999","-999","-999","-999"
"0.6161370277404785","-999","-999","-999","-999"
"0.6213479042053223","-999","-999","-999","-999"
"0.6281945705413818","-999","-999","-999","-999"
"0.631131649017334","-999","-999","-999","-999"
"0.6362490653991699","-999","-999","-999","-999"
"0.6411843299865723","-999","-999","-999","-999"
"0.6461288928985596","-999","-999","-999","-999"
"0.6511325836181641","-999","-999","-999","-999"
"0.656151533126831","-999","-999","-999","-999"
"0.6611752510070801","-999","-999","-999","-999"
"0.6661415100097656","-999","-999","-999","-999"
"0.671142578125","-999","-999","-999","-999"
"0.6761252880096436","-999","-999","-999","-999"
"0.6811301708221436","-999","-999","-999","-999"
"0.6861355304718018","-999","-999","-999","-999"
"0.6912357807159424","-999","-999","-999","-999"
"0.6961727142333984","-999","-999","-999","-999"
"0.7011415958404541","-999","-999","-999","-999"
"0.7061612606048584","-999","-999","-999","-999"
"0.7111680507659912","-999","-999","-999","-999"
"0.7161338329315186","-999","-999","-999","-999"
"0.7211511135101318","-999","-999","-999","-999"
"0.7266006469726562","-999","-999","-999","-999"
"0.7314372062683105","-999","-999","-999","-999"
"0.7362439632415771","-999","-999","-999","-999"
"0.7411370277404785","-999","-999","-999","-999"
"0.7461280822753906","-999","-999","-999","-999"
"0.7511270046234131","-999","-999","-999","-999"
"0.7561578750610352","-999","-999","-999","-999"
"0.7611420154571533","-999","-999","-999","-999"
"0.7661447525024414","-999","-999","-999","-999"
"0.771190881729126","-999","-999","-999","-999"
"0.776167631149292","-999","-999","-999","-999"
"0.7811563014984131","-999","-999","-999","-999"
"0.7861852645874023","-999","-999","-999","-999"
"0.7913703918457031","-999","-999","-999","-999"
"0.79616379737854","-999","-999","-999","-999"
"0.8011472225189209","-999","-999","-999","-999"
"0.8061821460723877","-999","-999","-999","-999"
"0.811161994934082","-999","-999","-999","-999"
"0.8161470890045166","-999","-999","-999","-999"
"0.8211901187896729","-999","-999","-999","-999"
"0.8261487483978271","-999","-999","-999","-999"
"0.8311598300933838","-999","-999","-999","-999"
"0.8361797332763672","-999","-999","-999","-999"
"0.8416564464569092","-999","-999","-999","-999"
"0.8461260795593262","-999","-999","-999","-999"
"0.8511512279510498","-999","-999","-999","-999"
"0.8561716079711914","-999","-999","-999","-999"
"0.8611369132995605","-999","-999","-999","-999"
"0.8661355972290039","-999","-999","-999","-999"
"0.8712236881256104","-999","-999","-999","-999"
"0.8761622905731201","-999","-999","-999","-999"
"0.8811531066894531","-999","-999","-999","-999"
"0.8861298561096191","-999","-999","-999","-999"
"0.8911669254302979","-999","-999","-999","-999"
"0.8961567878723145","-999","-999","-999","-999"
"0.9011495113372803","-999","-999","-999","-999"
"0.9062187671661377","-999","-999","-999","-999"
"0.9111599922180176","-999","-999","-999","-999"
"0.916140079498291","-999","-999","-999","-999"
"0.9211957454681396","-999","-999","-999","-999"
"0.9261295795440674","-999","-999","-999","-999"
"0.9311573505401611","-999","-999","-999","-999"
"0.9361255168914795","-999","-999","-999","-999"
"0.941164493560791","-999","-999","-999","-999"
"0.9461560249328613","-999","-999","-999","-999"
"0.9511425495147705","-999","-999","-999","-999"
"0.9561944007873535","-999","-999","-999","-999"
"0.9611308574676514","-999","-999","-999","-999"
"0.9661340713500977","-999","-999","-999","-999"
"0.971160888671875","-999","-999","-999","-999"
"0.9761543273925781","-999","-999","-999","-999"
"0.9811325073242188","-999","-999","-999","-999"
"0.9861345291137695","-999","-999","-999","-999"
"0.9911174774169922","-999","-999","-999","-999"
"0.9961199760437012","-999","-999","-999","-999"
"1.0011484622955322","-999","-999","-999","-999"
"1.0062239170074463","-999","-999","-999","-999"
"1.0111303329467773","-999","-999","-999","-999"
"1.0161523818969727","-999","-999","-999","-999"
"1.0211355686187744","-999","-999","-999","-999"
"1.0263171195983887","-999","-999","-999","-999"
"1.0313265323638916","-999","-999","-999","-999"
"1.0362825393676758","-999","-999","-999","-999"
"1.0411865711212158","-999","-999","-999","-999"
"1.0461375713348389","-999","-999","-999","-999"
"1.0512034893035889","-999","-999","-999","-999"
"1.056230068206787","-999","-999","-999","-999"
"1.061147928237915","-999","-999","-999","-999"
"1.066145420074463","-999","-999","-999","-999"
"1.0711405277252197","-999","-999","-999","-999"
"1.0762147903442383","-999","-999","-999","-999"
"1.081188678741455","-999","-999","-999","-999"
"1.0862014293670654","-999","-999","-999","-999"
"1.0911626815795898","-999","-999","-999","-999"
"1.0961682796478271","-999","-999","-999","-999"
"1.1011719703674316","-999","-999","-999","-999"
"1.1061935424804688","-999","-999","-999","-999"
