"time","F_left","F_right","grip","egg"
"0.13859295845031738","-999","-999","-999","-999"
"0.14369559288024902","-999","-999","-999","-999"
"0.14871621131896973","-999","-999","-999","-999"
"0.15365934371948242","-999","-999","-999","-999"
"0.1587216854095459","-999","-999","-999","-999"
"0.16373586654663086","-999","-999","-999","-999"
"0.16874170303344727","-999","-999","-999","-999"
"0.17368268966674805","-999","-999","-999","-999"
"0.17868733406066895","-999","-999","-999","-999"
"0.18375015258789062","-999","-999","-999","-999"
"0.1887369155883789","-999","-999","-999","-999"
"0.1937098503112793","-999","-999","-999","-999"
"0.19884967803955078","-999","-999","-999","-999"
"0.20463943481445312","-999","-999","-999","-999"
"0.20871901512145996","-999","-999","-999","-999"
"0.21390986442565918","-999","-999","-999","-999"
"0.21872210502624512","-999","-999","-999","-999"
"0.2237551212310791","-999","-999","-999","-999"
"0.22939634323120117","-999","-999","-999","-999"
"0.23419547080993652","-999","-999","-999","-999"
"0.23870182037353516","-999","-999","-999","-999"
"0.2444441318511963","-999","-999","-999","-999"
"0.24868249893188477","-999","-999","-999","-999"
"0.25370097160339355","-999","-999","-999","-999"
"0.2587604522705078","-999","-999","-999","-999"
"0.2647097110748291","-999","-999","-999","-999"
"0.2687346935272217","-999","-999","-999","-999"
"0.2737119197845459","-999","-999","-999","-999"
"0.27873778343200684","-999","-999","-999","-999"
"0.2837815284729004","-999","-999","-999","-999"
"0.2887866497039795","-999","-999","-999","-999"
"0.2937507629394531","-999","-999","-999","-999"
"0.2987070083618164","-999","-999","-999","-999"
"0.30368757247924805","-999","-999","-999","-999"
"0.3088526725769043","-999","-999","-999","-999"
"0.3137202262878418","-999","-999","-999","-999"
"0.3186807632446289","-999","-999","-999","-999"
"0.3239607810974121","-999","-999","-999","-999"
"0.32918739318847656","-999","-999","-999","-999"
"0.3339524269104004","-999","-999","-999","-999"
"0.3393867015838623","-999","-999","-999","-999"
"0.3437032699584961","-999","-999","-999","-999"
"0.34937429428100586","-999","-999","-999","-999"
"0.3541138172149658","-999","-999","-999","-999"
"0.3590068817138672","-999","-999","-999","-999"
"0.3642301559448242","-999","-999","-999","-999"
"0.3695220947265625","-999","-999","-999","-999"
"0.37490057945251465","-999","-999","-999","-999"
"0.37931013107299805","-999","-999","-999","-999"
"0.38498425483703613","-999","-999","-999","-999"
"0.39025402069091797","-999","-999","-999","-999"
"0.3953366279602051","-999","-999","-999","-999"
"0.40035033226013184","-999","-999","-999","-999"
"0.40499186515808105","-999","-999","-999","-999"
"0.4090840816497803","-999","-999","-999","-999"
"0.4216759204864502","-999","-999","-999","-999"
"0.4235358238220215","-999","-999","-999","-999"
"0.42502641677856445","-999","-999","-999","-999"
"0.4286799430847168","-999","-999","-999","-999"
"0.4336848258972168","-999","-999","-999","-999"
"0.43871402740478516","-999","-999","-999","-999"
"0.4437069892883301","-999","-999","-999","-999"
"0.44869184494018555","-999","-999","-999","-999"
"0.45369696617126465","-999","-999","-999","-999"
"0.4586939811706543","-999","-999","-999","-999"
"0.4637165069580078","-999","-999","-999","-999"
"0.4687061309814453","-999","-999","-999","-999"
"0.47368907928466797","-999","-999","-999","-999"
"0.47868871688842773","-999","-999","-999","-999"
"0.48375582695007324","-999","-999","-999","-999"
"0.4886906147003174","-999","-999","-999","-999"
"0.4936842918395996","-999","-999","-999","-999"
"0.4986991882324219","-999","-999","-999","-999"
"0.5037276744842529","-999","-999","-999","-999"
"0.5086865425109863","-999","-999","-999","-999"
"0.513678789138794","-999","-999","-999","-999"
"0.5187211036682129","-999","-999","-999","-999"
"0.5236649513244629","-999","-999","-999","-999"
"0.5286722183227539","-999","-999","-999","-999"
"0.5337021350860596","-999","-999","-999","-999"
"0.5386731624603271","-999","-999","-999","-999"
"0.5436654090881348","-999","-999","-999","-999"
"0.5487082004547119","-999","-999","-999","-999"
"0.5536882877349854","-999","-999","-999","-999"
"0.5587012767791748","-999","-999","-999","-999"
"0.5636756420135498","-999","-999","-999","-999"
"0.5687282085418701","-999","-999","-999","-999"
"0.573657751083374","-999","-999","-999","-999"
"0.5787129402160645","-999","-999","-999","-999"
"0.58370041847229","-999","-999","-999","-999"
"0.5886814594268799","-999","-999","-999","-999"
"0.5936508178710938","-999","-999","-999","-999"
"0.5986757278442383","-999","-999","-999","-999"
"0.6037337779998779","-999","-999","-999","-999"
"0.6086783409118652","-999","-999","-999","-999"
"0.6136949062347412","-999","-999","-999","-999"
"0.6186771392822266","-999","-999","-999","-999"
"0.6236653327941895","-999","-999","-999","-999"
"0.6286895275115967","-999","-999","-999","-999"
"0.6337058544158936","-999","-999","-999","-999"
"0.6386654376983643","-999","-999","-999","-999"
"0.644216775894165","-999","-999","-999","-999"
"0.6486897468566895","-999","-999","-999","-999"
"0.6537249088287354","-999","-999","-999","-999"
"0.658684492111206","-999","-999","-999","-999"
"0.6636977195739746","-999","-999","-999","-999"
"0.6686732769012451","-999","-999","-999","-999"
"0.6736772060394287","-999","-999","-999","-999"
"0.6786823272705078","-999","-999","-999","-999"
"0.6836884021759033","-999","-999","-999","-999"
"0.6886661052703857","-999","-999","-999","-999"
"0.6936664581298828","-999","-999","-999","-999"
"0.6986825466156006","-999","-999","-999","-999"
"0.7036929130554199","-999","-999","-999","-999"
"0.7086780071258545","-999","-999","-999","-999"
"0.7137095928192139","-999","-999","-999","-999"
"0.718674898147583","-999","-999","-999","-999"
"0.7236640453338623","-999","-999","-999","-999"
"0.7286772727966309","-999","-999","-999","-999"
"0.733680248260498","-999","-999","-999","-999"
"0.7386772632598877","-999","-999","-999","-999"
"0.7436752319335938","-999","-999","-999","-999"
"0.7486987113952637","-999","-999","-999","-999"
"0.7537200450897217","-999","-999","-999","-999"
"0.7586684226989746","-999","-999","-999","-999"
"0.7636749744415283","-999","-999","-999","-999"
"0.7689650058746338","-999","-999","-999","-999"
"0.7736682891845703","-999","-999","-999","-999"
"0.7786743640899658","-999","-999","-999","-999"
"0.7836861610412598","-999","-999","-999","-999"
"0.7887115478515625","-999","-999","-999","-999"
"0.7936484813690186","-999","-999","-999","-999"
"0.7987122535705566","-999","-999","-999","-999"
"0.8036913871765137","-999","-999","-999","-999"
"0.8087012767791748","-999","-999","-999","-999"
"0.8136763572692871","-999","-999","-999","-999"
"0.8186900615692139","-999","-999","-999","-999"
"0.8236799240112305","-999","-999","-999","-999"
"0.828709602355957","-999","-999","-999","-999"
"0.8336992263793945","-999","-999","-999","-999"
"0.8386785984039307","-999","-999","-999","-999"
"0.8436756134033203","-999","-999","-999","-999"
"0.8486921787261963","-999","-999","-999","-999"
"0.853691577911377","-999","-999","-999","-999"
"0.8586645126342773","-999","-999","-999","-999"
"0.8636939525604248","-999","-999","-999","-999"
"0.8686985969543457","-999","-999","-999","-999"
"0.8736722469329834","-999","-999","-999","-999"
"0.8787152767181396","-999","-999","-999","-999"
"0.8837020397186279","-999","-999","-999","-999"
"0.8886687755584717","-999","-999","-999","-999"
"0.8936688899993896","-999","-999","-999","-999"
"0.8986988067626953","-999","-999","-999","-999"
"0.9036886692047119","-999","-999","-999","-999"
"0.9086863994598389","-999","-999","-999","-999"
"0.9136872291564941","-999","-999","-999","-999"
"0.9186944961547852","-999","-999","-999","-999"
"0.9236845970153809","-999","-999","-999","-999"
"0.9286797046661377","-999","-999","-999","-999"
"0.9336864948272705","-999","-999","-999","-999"
"0.9386692047119141","-999","-999","-999","-999"
"0.9436640739440918","-999","-999","-999","-999"
"0.9486808776855469","-999","-999","-999","-999"
"0.9537298679351807","-999","-999","-999","-999"
"0.9586751461029053","-999","-999","-999","-999"
"0.9636750221252441","-999","-999","-999","-999"
"0.9686782360076904","-999","-999","-999","-999"
"0.973665714263916","-999","-999","-999","-999"
"0.9786727428436279","-999","-999","-999","-999"
"0.9836850166320801","-999","-999","-999","-999"
"0.9886868000030518","-999","-999","-999","-999"
"0.9936656951904297","-999","-999","-999","-999"
"0.9987015724182129","-999","-999","-999","-999"
"1.0036993026733398","-999","-999","-999","-999"
"1.0086708068847656","-999","-999","-999","-999"
"1.0136895179748535","-999","-999","-999","-999"
"1.0186793804168701","-999","-999","-999","-999"
"1.0236668586730957","-999","-999","-999","-999"
"1.028670310974121","-999","-999","-999","-999"
"1.0336930751800537","-999","-999","-999","-999"
"1.0386929512023926","-999","-999","-999","-999"
