"time","F_left","F_right","grip","egg"
"0.15726852416992188","-999","-999","-999","-999"
"0.16237950325012207","-999","-999","-999","-999"
"0.1674201488494873","-999","-999","-999","-999"
"0.17236804962158203","-999","-999","-999","-999"
"0.17737221717834473","-999","-999","-999","-999"
"0.18237090110778809","-999","-999","-999","-999"
"0.1874406337738037","-999","-999","-999","-999"
"0.19237160682678223","-999","-999","-999","-999"
"0.19738435745239258","-999","-999","-999","-999"
"0.20237517356872559","-999","-999","-999","-999"
"0.20740485191345215","-999","-999","-999","-999"
"0.21236371994018555","-999","-999","-999","-999"
"0.21737146377563477","-999","-999","-999","-999"
"0.2223796844482422","-999","-999","-999","-999"
"0.22741246223449707","-999","-999","-999","-999"
"0.2323744297027588","-999","-999","-999","-999"
"0.2373793125152588","-999","-999","-999","-999"
"0.2423851490020752","-999","-999","-999","-999"
"0.24739885330200195","-999","-999","-999","-999"
"0.2524123191833496","-999","-999","-999","-999"
"0.25738024711608887","-999","-999","-999","-999"
"0.26236438751220703","-999","-999","-999","-999"
"0.26738500595092773","-999","-999","-999","-999"
"0.2723958492279053","-999","-999","-999","-999"
"0.2774527072906494","-999","-999","-999","-999"
"0.2824547290802002","-999","-999","-999","-999"
"0.287477970123291","-999","-999","-999","-999"
"0.2927572727203369","-999","-999","-999","-999"
"0.2974684238433838","-999","-999","-999","-999"
"0.3024022579193115","-999","-999","-999","-999"
"0.3074452877044678","-999","-999","-999","-999"
"0.3124425411224365","-999","-999","-999","-999"
"0.31740903854370117","-999","-999","-999","-999"
"0.32239389419555664","-999","-999","-999","-999"
"0.3273639678955078","-999","-999","-999","-999"
"0.33236074447631836","-999","-999","-999","-999"
"0.33750247955322266","-999","-999","-999","-999"
"0.34239816665649414","-999","-999","-999","-999"
"0.34740519523620605","-999","-999","-999","-999"
"0.35240936279296875","-999","-999","-999","-999"
"0.3574361801147461","-999","-999","-999","-999"
"0.362377405166626","-999","-999","-999","-999"
"0.37343931198120117","-999","-999","-999","-999"
"0.3764991760253906","-999","-999","-999","-999"
"0.3804018497467041","-999","-999","-999","-999"
"0.3823859691619873","-999","-999","-999","-999"
"0.3874237537384033","-999","-999","-999","-999"
"0.3923659324645996","-999","-999","-999","-999"
"0.3973710536956787","-999","-999","-999","-999"
"0.40237903594970703","-999","-999","-999","-999"
"0.4074389934539795","-999","-999","-999","-999"
"0.412365198135376","-999","-999","-999","-999"
"0.4173710346221924","-999","-999","-999","-999"
"0.4223790168762207","-999","-999","-999","-999"
"0.42740678787231445","-999","-999","-999","-999"
"0.4323570728302002","-999","-999","-999","-999"
"0.43737244606018066","-999","-999","-999","-999"
"0.44235873222351074","-999","-999","-999","-999"
"0.4473917484283447","-999","-999","-999","-999"
"0.4523658752441406","-999","-999","-999","-999"
"0.4573519229888916","-999","-999","-999","-999"
"0.4623847007751465","-999","-999","-999","-999"
"0.4673476219177246","-999","-999","-999","-999"
"0.47235870361328125","-999","-999","-999","-999"
"0.4773523807525635","-999","-999","-999","-999"
"0.48240113258361816","-999","-999","-999","-999"
"0.4873929023742676","-999","-999","-999","-999"
"0.4923837184906006","-999","-999","-999","-999"
"0.4973878860473633","-999","-999","-999","-999"
"0.5023598670959473","-999","-999","-999","-999"
"0.5073854923248291","-999","-999","-999","-999"
"0.5123419761657715","-999","-999","-999","-999"
"0.517406702041626","-999","-999","-999","-999"
